Rank,Player,Team,Position,SF,SG,PG,C,PF,id,type,action,MIN,FGM,FGA,FTM,FTA,3PM,REB,AST,STL,BLK,TO,PTS,%ROST,#ERROR!,tot,avg,checked
470,Sidy Cissoko,SAS,G,False,False,False,False,False,470,,,11.7,1.3,2.8,1.0,1.3,0.1,1.8,0.8,0.6,0.3,0.3,3.8,0.1,0.0,118.0,9.8,False
471,Joshua Primo,FAS,G,False,False,False,False,False,471,,,19.1,2.0,5.3,0.9,1.2,0.8,2.2,1.7,0.4,0.5,1.2,5.6,0.1,0.0,,11.5,False
472,Sterling Brown,LAL,SG,False,False,False,False,False,472,,,12.9,1.2,3.2,0.3,0.3,0.6,3.1,0.7,0.3,0.1,0.5,3.3,0.0,0.0,402.0,8.2,False
473,Derrick Rose,FAP,G,False,False,False,False,False,473,,,,,,,,,,,,,,,0.6,-0.1,,,False
474,Montrezl Harrell,Phi,C,False,False,False,False,False,474,,,21.2,4.5,7.1,2.7,3.8,0.0,5.5,1.8,0.4,0.6,0.9,11.8,0.1,0.1,1637.0,24.1,False
475,Lonzo Ball,Chi,PG,False,False,False,False,False,475,,,,,,,,,,,,,,,7.0,2.0,,,False
476,Thanasis Antetokounmpo,FAS,F,False,False,False,False,False,476,,,,,,,,,,,,,,,0.9,-0.1,,,False
477,Sam Hauser,Bos,SF,False,False,False,False,False,477,,,,,,,,,,,,,,,0.8,0.1,,,False
478,Tidjane Salaun,Cha,PF,False,False,False,False,False,478,,,,,,,,,,,,,,,0.7,0.1,,,False
479,Tristan da Silva,Orl,SF,False,False,False,False,False,479,,,,,,,,,,,,,,,0.5,0.0,,,False
480,Devin Carter,Sac,PG,False,False,False,False,False,480,,,,,,,,,,,,,,,0.5,0.0,,,False
481,Nikola Topic,OKC,PG,False,False,False,False,False,481,,,,,,,,,,,,,,,0.5,0.0,,,False
482,Tyler Kolek,NYP,G,False,False,False,False,False,482,,,,,,,,,,,,,,,0.4,0.1,,,False
483,Tacko Fall,Cle,C,False,False,False,False,False,483,,,,,,,,,,,,,,,0.3,0.0,,,False
484,DaRon Holmes II,Den,PF,False,False,False,True,False,484,,,,,,,,,,,,,,,0.2,0.0,,,False
485,Aaron Wiggins,OKC,SG,False,False,False,False,False,485,,,,,,,,,,,,,,,0.2,0.0,,,False
486,Jabari Walker,Por,PF,False,False,False,False,False,486,,,,,,,,,,,,,,,0.2,0.0,,,False
487,Jaylon Tyson,Cle,SG,False,False,False,False,False,487,,,,,,,,,,,,,,,0.2,0.0,,,False
488,Day'Ron Sharpe,Bkn,C,False,False,False,False,False,488,,,,,,,,,,,,,,,0.2,0.0,,,False
489,AJ Johnson,Mil,SG,False,False,False,False,False,489,,,,,,,,,,,,,,,0.2,0.0,,,False
490,Ryan Dunn,Phx,SF,False,False,False,False,False,490,,,,,,,,,,,,,,,0.2,0.0,,,False
491,Baylor Scheierman,Bos,SG,False,False,False,False,False,491,,,,,,,,,,,,,,,0.2,0.0,,,False
492,Boban Marjanovic,FA,C,False,False,False,False,False,492,,,,,,,,,,,,,,,0.2,0.0,,,False
493,Naji Marshall,Dal,SF,False,False,False,False,False,493,,,,,,,,,,,,,,,0.2,0.0,,,False
494,Karlo Matkovic,NOP,F,False,False,False,False,False,494,,,,,,,,,,,,,,,0.2,0.0,,,False
495,Johnny Furphy,Ind,SG,False,False,False,False,False,495,,,,,,,,,,,,,,,0.2,0.0,,,False
496,Leaky Black,Wsh,SF,False,False,False,False,False,496,,,,,,,,,,,,,,,0.1,0.0,,,False
497,Neemias Queta,Bos,C,False,False,False,False,False,497,,,,,,,,,,,,,,,0.1,0.0,,,False
498,Cody Zeller,Atl,C,False,False,False,False,False,498,,,,,,,,,,,,,,,0.1,0.0,,,False
499,Wang Zhelin,Mem,C,False,False,False,False,False,499,,,,,,,,,,,,,,,0.1,0.0,,,False
500,Tyler Smith,Mil,SF,False,False,False,False,False,500,,,,,,,,,,,,,,,0.1,0.0,,,False
